device_id,phone_brand,device_model
549832639622010582,三星,Galaxy Note 3
-4453090832910524968,三星,Galaxy Note 2
-7230865446330830747,华为,Ascend P7
1118126674597170227,三星,Galaxy S4
-2408427451336102799,一加,One
-6550460939826922823,魅族,MX4
2024042245576152092,魅族,MX3
8889118669918545825,三星,Galaxy S4
3699597033982165337,小米,MI 3
6691885132171774074,魅族,魅蓝
6402276939613338644,OPPO,Find 7
-2775038824772341760,小米,MI pad
-6207934683808207438,三星,Galaxy Grand 2
-8109038557561461321,中兴,星星1号
8307975712462366861,奇酷,青春版
1391516678200585257,三星,Galaxy S5
-6245749295630604473,OPPO,U705T
-7498702666804585342,朵唯,T20
-83313768662363302,三星,Galaxy Note 3
-4359565363622942700,三星,Galaxy Core Mini
8764768997811950949,联想,A890e
-2709878483741540636,小米,MI 3
-4235168314012020363,三星,Galaxy Note 3
6417987012651058000,小米,MI 2S
6592887970927057431,魅族,MX3
5544636039119727439,三星,Galaxy S3
-1729960211845644095,三星,Galaxy Note 3
-9190587521223040717,三星,Galaxy Mega 5.8
-143739625045289005,小米,MI 3
-9073021244296039287,华为,荣耀6
-3027158755078733807,vivo,X5Max+
3405441929784185072,魅族,MX3
-6886432504390054774,OPPO,R1
9182848871486041316,三星,Galaxy S4
-4753448753222468892,vivo,X3L
-1479885274861370685,小米,红米note增强版
3588943555231005524,小米,红米note
-7975391366341995283,华为,荣耀3X畅玩版
-4565748664121780668,vivo,Y33
-7298055140936680313,联想,S898t
-4155995716243891627,华为,Ascend P7
5573987626806582796,HTC,One E8
3301203230870301976,联想,A390
8709039226990205618,华为,Mate 7
2981252256288798459,联想,乐檬K3 Note
3628379629583278416,小米,MI 3
-2689377264839435555,华为,荣耀3C
-1986405579913185809,vivo,S7I
-5525568402686503676,魅族,MX3
-2786191142787713613,魅族,MX4
-3020021030857879577,小米,MI 2S
-4825084625240060868,华为,Mate 7
-2935158118869888927,三星,Galaxy Grand DUOS
-6476234679640597689,三星,Galaxy S5
-83237407217036098,小米,MI 2S
-8185367069923802291,三星,Galaxy Note 2
-2551890199402779804,酷派,8702
6319224361458989626,OPPO,R3
-7428643178708054423,小米,红米note
6254993623876107890,小米,MI 2S
-802247441821013507,小米,红米note
-8932051627119183546,小米,红米note
2828486342736676165,小米,MI 4
1111954558286738876,魅族,MX3
5257317698013459426,OPPO,Find 5
2020155818444478585,小米,红米1S
1068234538184103678,诺基亚,XL
6303240109425690783,中兴,U950
4338044094440116701,OPPO,R6007
184436290954024431,三星,Galaxy Grand 2
2296446370911896966,华为,荣耀3C
-7402910814948082917,三星,Galaxy S3
-6937379150248167509,华为,荣耀6
-6500836125170467555,三星,Galaxy S2
8056800227088068629,华为,荣耀3C
-396815211653767201,vivo,Y27
8930911287458890496,索尼,Xperia Z
9053069615758884517,小米,MI 3
-930460410816852041,小米,MI 3
8206224168823231178,魅族,MX2
1035485483638268341,华为,荣耀畅玩4
6405799062440472830,三星,Galaxy Note 2
-7393071686423705285,小米,MI 2S
-3058285406327788289,vivo,X3L
-7925961145488281275,三星,Galaxy Note 3
-6839364838364001922,小米,MI 2S
-1720171669930883170,vivo,Y17W
-7671050662045894336,三星,Galaxy Trend DUOS
1196342686406745958,三星,Galaxy Note 2
-7519852953553574732,小米,MI 2S
-5341835167276735933,小米,MI 1S
-6785330914930259890,小米,MI 4
3197135607634051401,vivo,X3T
-3915921488740382243,魅族,MX4
-2985023991598393642,小米,红米note增强版
2321484319186089157,三星,Galaxy Note 3 Lite
8280137670498329074,小米,MI 3
3283158064424373895,华为,荣耀3X
-5377128641630262449,三星,Galaxy Note
8988303660517430356,魅族,MX3
-4295521516170497828,三星,Galaxy Note 2
4001896111013463957,联想,A708t
-7064275321362348501,小米,红米
4706778221459690218,小米,MI 3
9038256013130202091,vivo,Y27
-3794996598387386785,vivo,Y17T
7214862347195801945,三星,Galaxy Note 2
-7360369948592141647,联想,A768t
-5679997601903788562,小米,MI 2S
5920142316680040691,vivo,Y15
3228202809391773315,三星,Galaxy Note 2
4152094806414816398,索尼,Xperia acro S
6284265196008930921,小米,MI 1S
3557077526073334272,华为,荣耀6
-8539055565185471696,三星,Galaxy Note 3
-1530158236970817321,酷派,8729
-2628254745938847104,三星,Galaxy Note 3
-3807476647208218789,小米,MI 3
4196745394537949269,OPPO,U707T
6515571190756619570,三星,Galaxy Win
-462473371500350288,魅族,魅蓝Note 2
1224217619049150509,小米,红米note
7630241409816671260,vivo,Xplay
1591968527516687558,三星,Galaxy Note 3
9000039706205463130,三星,Galaxy Mega 6.3
-7218893809278216266,小米,MI 3
-299327823161590696,小米,MI 2S
1253601797063212249,小米,红米note增强版
-7738275478927239885,LG,Nexus 5
-5715292217833481144,三星,Galaxy Note 2
4402543279624476908,夏新,N828
-5289874536586187098,索尼,Xperia Z1
-3211641070595508407,华为,荣耀3X
-4979630696717589277,三星,G7200
7141674482299253981,三星,Galaxy S3
6392933413269453934,小米,MI 2
-4173675604168265311,三星,Galaxy S4
541682672899931278,小米,红米note
-856426495491968202,华为,G660-L075
1596639923108792287,三星,Galaxy Note 2
3866728065138125594,中兴,A880
-3960435923472047383,中兴,V5 Max
-4672453844471421672,华为,Mate 7
-8013899960599427565,酷派,8720L
5990958486594268022,小米,红米note
6307840119628305763,三星,Galaxy Note 2
-7242969111388561902,小米,MI 4
-2725451894400633084,华为,荣耀3C
1445419185904237041,朵唯,iSuper S2
6741511070229358142,小米,红米
933105919658819507,华为,Mate 7
6300295111421961065,华为,荣耀畅玩4C
6509145876240461507,小米,MI 3
6485301650327619099,三星,Galaxy Note 3
-3837478085744210489,魅族,MX4
3274605243208786470,索尼,Xperia Z2
1293146875193945696,维图,VT898
-6262989221954634811,三星,Galaxy Mega 5.8
8712492505760333694,小米,红米note
-6934636049852687813,中兴,Q505T
65642508152336449,索尼,Xperia Z2
5070115920196958027,华为,荣耀3C畅玩版
1050673118588472118,vivo,Y27
4618991749112952108,联想,A298t
-5559818270255156330,联想,A378t
7823293451292832216,小米,MI 3
8621586631536597905,华为,荣耀畅玩4
5503011144035421890,小米,MI 3
-3549985876480949303,华为,G750-T20
5967293843525156110,华为,G520-0000
2469209137901456146,华为,荣耀6
-1832602614641477519,三星,Galaxy Note 3
9115569061360856536,vivo,Y15
-2771014720056265100,华为,Ascend P6
-1941891505127131464,华为,G610T
8043894544912100997,小米,红米note
-4529910731843424476,三星,Galaxy Mega Plus
-8498142366233601311,三星,Galaxy S3
8562452166676488728,华为,Mate 7
-6140885320017692269,华为,麦芒3
-7866640989698857013,魅族,MX2
-132445095590740272,三星,Galaxy S2
5137777997748435555,小米,MI 4
-1205037669542443715,三星,Galaxy S4
-2044329687908093263,OPPO,N3
-4474530519990023752,小米,红米
-8366612308884535133,魅族,MX4
4278957736661557257,三星,W2013
6286526139744805332,华为,Y511-T00
3681577484819715354,vivo,Y27
-8848155757662182714,华为,荣耀3C畅玩版
903647479965337121,OPPO,R827T
-743019394703147819,三星,Galaxy Mega Plus
-4659689692383529503,酷派,大神F1
2156949998097601918,vivo,X3T
334095125909344710,小米,红米
2185132755607260848,三星,I8268
4266459427772842717,华为,荣耀畅玩4X
3318219005786566440,三星,Galaxy S4
-4794485148146428367,华为,C8817L
-5622408549893631214,vivo,X710L
5892332430100975501,小米,MI 3
-791078799648675027,小米,MI 3
5332660318973102960,小米,红米note
2477596140563497506,华为,Ascend P7
-4142505231698607254,小米,红米1S
5103499192737846459,小米,MI 2S
-4126422291340380993,三星,Galaxy Note 2
-9209307853420372553,华为,G610S
-3716260415446578346,vivo,S11T
4156201314486988880,华为,荣耀3C畅玩版
4985470362719487817,酷派,8729
4954644727632323614,小米,MI 2A
7429213212397361541,OPPO,R1
5503953214397882550,华为,荣耀3C
4552856161232774432,联想,A360t
-868462852735833073,OPPO,R7 Plus
-3260608659768234731,华为,荣耀3C
5188628536145518913,华为,荣耀畅玩4
-6989579631315822909,小米,红米note
7729852935032693827,小米,MI One C1
-4669190936463448257,中国移动,M811
2936037195330218298,联想,S938t
7819103418276779622,OPPO,R8000
500779851803183584,华为,Mate 7
7320241431481861213,三星,Galaxy Ace 3
9067480947484721843,OPPO,Find 7
-1226858669666200368,华为,荣耀畅玩4C运动版
-8709478764468560384,三星,Galaxy Premier
4737796808997079074,魅族,MX4
-5208412437307326414,三星,Galaxy Fame
-6691173712287849221,小米,红米note增强版
5535640689678695823,华为,C8813Q
1948898738351074578,三星,Galaxy J7
5707920320847709281,vivo,Y13
4122662826876035427,酷派,大神F2
2296632171467043757,华为,Ascend G6
-5335723443685198445,小米,红米note增强版
1726013062109885717,华为,荣耀6
-7666781074542693961,HTC,Desire 816
7814977928827848619,酷派,大神F2
-6318601015483602376,vivo,Xplay
-7063996415847821279,华为,荣耀3C畅玩版
4219877139278440677,小米,红米note增强版
3209719325180175114,小米,MI 3
4656567484355483274,华为,荣耀3X畅玩版
2272008739810448285,华为,荣耀畅玩4X
767084348644401950,三星,Galaxy Note 2
-1332531127949418497,华为,Y600-U00
-800957607084404361,小米,红米
4616512904469512973,小米,红米2
1106982825121032015,LG,L22
4304709067976318958,华为,Ascend P7
-3690677516388300995,OPPO,R2017
9065819917273183703,小米,MI 2S
-8502952402130176985,酷派,8720
6895857950273675493,OPPO,R3
-6015980607118748829,酷派,大神F1
2093981951275964781,奇酷,青春版
-6334961337752886995,小米,红米
-8299634280717427374,酷派,9190l
4153826033297987955,三星,Galaxy S4
2492433691905508417,vivo,Y20T
-932746651820547536,华为,A199
8554424485545965359,魅族,MX3
-1608364216456658632,三星,Galaxy Tab S T805C
-142835595991239696,vivo,X710L
-6184809609831636037,三星,Galaxy Note 2
5203137393820368026,华为,荣耀6
-2899471175282280355,魅族,MX2
3658151757957688831,中国移动,M812C
-3290008510817026912,华为,G610T
8095101105746320490,华为,C8816
-4954314544840854372,华为,U9508
-6699305178741717492,华为,荣耀6
-1230759357499231481,三星,Galaxy Grand DUOS
-8007898445480383934,小米,MI 4
-205671148041459395,华为,荣耀3C
4630342841115913940,华为,荣耀畅玩4X
6231735772482151596,HTC,One max
7420969099191290070,小米,红米note
1026152102622175271,小米,红米2
8625902426297278479,三星,Galaxy S4
7968627544035042982,联想,P780
-7886159547783557940,魅族,MX3
4855010280280495127,华为,荣耀3C
-6833447392871008420,联想,S880i
4125794902818832039,vivo,Y22IL
8792487130817188305,联想,A850
5551277880738571731,vivo,Y19T
-3419067744702989966,三星,Galaxy Win
-4095053043473286196,华为,荣耀3X畅玩版
218236685680239731,小米,红米1S
-1125956635991453634,小米,MI 3
-5998069602400130797,酷派,大神1s
665709886607897268,OPPO,Find 5
6092218471467785479,三星,Galaxy Note 3
4713875844993427436,三星,Galaxy Note 3
-8199979240643510171,魅族,M030
-3389569148426693531,小米,MI 2S
8182794610180125256,OPPO,Find 5
2090245052573937305,OPPO,R7
-6763279767523097900,小米,MI 4
-8340828859668515885,小米,MI 4
-6153812596950318944,华为,荣耀3X畅玩版
304645389178248948,小米,MI 3
-8040019798467012536,华为,Ascend P7
4861582288969362456,夏新,N821
4060370607676484419,vivo,Y28L
-3978937535033351060,小米,MI 4
4170888833825266999,小米,MI 4
553498188449213835,索尼,Xperia Z3
1714634733770677441,小米,红米1S
-2129930749617205582,三星,Galaxy Note 4
-7948814517157011814,联想,联想黄金斗士S8
775170222243618051,魅族,MX4 Pro
8205844378174825291,小米,MI 4
5877541203421184700,小米,红米note
-987505831994738145,OPPO,R1S
-8148039840964831056,三星,S7568I
4133229965301364235,优米,3
-5775787449799362460,小米,红米
4975882107557524914,三星,Galaxy Win
3673922473457535775,华为,Ascend P7
-4915218196943263390,华为,G610S
4030785803116776390,小米,红米note
3670682243050565693,HTC,Desire 820
-3236357155808515671,三星,Galaxy S5
8082245711684756496,联想,乐檬K3
4790273930392499658,三星,Galaxy Note 3
-635358148573511000,华为,Ascend G7
-787719203627578614,小米,红米
-1461333492107391612,中兴,U889
-1940760000059800197,小米,MI 3
-5614737844604886765,联想,K860i
-8311932164505876946,小米,MI 2S
1959431234786827565,努比亚,Z5S Mini
4539409015404984191,小米,MI 3
-3274749055116026309,华为,Ascend P7
7069843728232589732,小米,红米note增强版
1217460618716897104,小米,MI 2S
3455183851679931327,魅族,MX4
3503206490326274967,三星,Galaxy Grand 2
5978345344431186676,小米,MI 4
-4941835130714986393,华为,C8816
-5165478343730791458,小米,红米1S
2482738152709345020,华为,荣耀畅玩4X
3601681921649423652,小米,红米note
8658084192291868259,锤子,T1
-2421797120121900695,酷派,8720
4850599329619238075,小米,MI 3
-8316069747692966109,小米,红米1S
-4047995109323164676,HTC,One
5049763941056810681,三星,Galaxy S4
-1434288221372717037,三星,Galaxy S4
6480743455676017772,OPPO,R2017
7141883111277761220,小米,红米note
-5037164426850961792,三星,Galaxy Grand 2
5870144746005573693,小米,红米note增强版
8718424157771877662,华为,G616-L076
-7941527243002135213,小米,MI 2
-4173210985967345083,HTC,One M8
816987888193076091,华为,Y320T
7991981434222639475,联想,A750e
-3340070551651991127,小米,MI 2
-6482000740663503663,vivo,X5L
1232356573951404765,魅族,魅蓝NOTE
-4013056865312119347,HTC,T328w
1697037981146254594,小米,红米note增强版
-5638828805605609392,三星,Galaxy Note 3
3088359102432775797,三星,2016版 Galaxy A9
-9209749867062248847,vivo,Xplay3S
1631432062207969970,酷派,5891Q
1652706398714142163,酷比魔方,U51GT-W
5603679743639107600,优米,3
-2936156224086901137,HTC,M8St
-6106606982057685498,小米,红米2
-3902619642265255209,小米,红米note增强版
-1679952313149007029,华为,C8816
6664147654041434918,三星,Galaxy Grand DUOS
2486319075111803336,华为,G610T
-3929695274038195599,索尼,Xperia S
5979619996462752855,三星,Galaxy S4
-2004241553531698959,小米,MI 3
4339830243720688261,三星,Galaxy Note 2
9015531038962397235,魅族,MX3
4716244762088481051,华为,荣耀3C
4712588936402165245,vivo,Y51
-6906474174802532371,OPPO,Find 7
-7339312122710821127,三星,Galaxy Nexus
-9217167828923633271,小米,红米note增强版
-622987494336418814,三星,Galaxy Grand DUOS
-2998863161344710921,爱派尔,iPh-800
-6708882095065847086,索尼,Xperia Z
-1863764838007755141,酷派,大神F1
-416159867075783050,小米,MI 2S
783431681773912853,小米,MI 4
-4101513748683839278,OPPO,N1T
3662821001456830109,三星,Galaxy S3
5088729035141904386,华为,荣耀3X畅玩版
-1471495994717130052,华为,荣耀畅玩4X
-8924598070508099930,三星,Galaxy Grand Prime
959332522750456284,三星,Galaxy Ace 3
-3788415902269301253,小米,红米note
948663704750101138,OPPO,R827T
4796847291422017213,三星,Galaxy Grand
8257582591919263398,三星,Galaxy Note 2
6241028023299636049,vivo,Y17W
3891207756155511664,小米,MI 3
-6279442737874746598,OPPO,N1 Mini
4502661153722908223,小米,MI 4
-8861042754515408115,小米,MI pad
-2736932512919549353,华为,G610S
-3517798458943620141,联想,黄金斗士A8
-5136535580719381651,酷派,8150
-2303874471494116076,小米,MI 2S
764492000804852910,小米,MI 3
8750154371695165800,魅族,MX4 Pro
-2737079254964213978,小米,红米note增强版
7094132498642720660,联想,A208t
6938521243528050890,魅族,魅蓝NOTE
-2263680099252562471,小米,MI 1S
1086330943829694206,小米,MI 2S
-5129768168710771330,小米,MI 2S
531219537910948170,索尼,Xperia Z2
-1644503802776538578,华为,荣耀X2
4489422528239663417,小米,红米note
2703839915035418266,华为,荣耀畅玩4X
-7359174190317486938,三星,Galaxy Note 3
-4282966788763008401,小米,红米2A
-6307907868223499118,三星,Galaxy Note 3
-2494322010600927316,酷派,大神F1
7967858175515405313,小米,MI 3
8636735771333155871,三星,Galaxy Note 3
2701024027532649930,HTC,Desire 816
2729221914674785533,小米,红米note
801141060818097963,小米,MI 3
-2489495649330122428,小米,MI 2S
-2407599110461604643,三星,Galaxy Note 3
1027755860051366636,华为,荣耀畅玩5X
4212398543935440274,OPPO,R6007
2108256061550676152,华为,荣耀3C
-1582522465813700591,酷派,T1
5455183165696903371,华为,荣耀3C畅玩版
7582204785844388798,华为,G620-L75
8574379034102942962,魅族,MX3
-7840508082672928289,魅族,MX2
6963718495024247815,华为,Y500
28537389674137126,小米,MI 3
7352162120140407336,魅族,MX3
-6898021215435837675,小米,MI 3
3627950344852797590,vivo,X3T
-7043717312700327060,OPPO,R817T
-7942511439133673625,联想,联想黄金斗士S8
-4088675286773633231,华为,荣耀6
6030307413597874613,海信,E820
-7164012381085432753,OPPO,U707T
-7068355653082213656,小米,MI 2
1341213815548385929,小米,红米note
-2870332464155141927,vivo,X3T
6751728559722621473,vivo,Y613F
-7497722881694813897,小米,MI 4
1025743441337441995,华为,荣耀6
2549791735150659735,小米,MI 2S
-4157986267512566768,朵唯,T35
5180631937468869986,华为,Ascend P7
-8488852034426991263,三星,G3818
6609697946241741112,华为,荣耀畅玩4X
220337464632535401,魅族,MX4
2936694524799976833,小米,红米1S
575455888327844649,小米,MI 2S
-2304750470550788428,小米,MI 2S
-7813436012032030739,华为,荣耀3X畅玩版
1906634992986416666,OPPO,U707T
3270764312571562191,小米,MI 2
-7298565400115132683,魅族,魅蓝
-8574161090965132168,金立,GN700T
2230236938230480230,vivo,X5L
-4028717214132341397,华为,荣耀3X
-545470811928474624,华为,Mate 7
3932972932108067311,华为,Mate 7
1072121507578749645,三星,Galaxy Grand DUOS
2243903425167648918,三星,Galaxy Win
6708308854139293172,小米,MI 2S
-671270906317167984,三星,Galaxy Note 2
-3530277342235050161,三星,Galaxy Note 2
-7378504482014576208,HTC,T329t
-867021448560743464,三星,Galaxy S4
-6315678133798612229,小米,MI 4
2425712196469098015,HTC,Sensation XE with Beats Audio Z715e
7483998270110383244,三星,Galaxy S4
-3792483782314929252,金立,F103S
1048087310625218779,小米,MI 3
-3518666362504255587,华为,Ascend P7
8175350977479306885,三星,Galaxy Trend DUOS 2
-6652140857336427673,华为,荣耀6
-5696870076295327673,诺基亚,XL
-7832305202620013599,华为,荣耀6
-6144569814905471839,华为,Mate 7
-3824127970043242939,华为,G610S
6436251615543785114,HTC,802w
-917271062725534683,华为,荣耀6
-8485728926781252191,华为,Ascend P7
5800340261415257348,小米,红米1S
-6724446292629552446,中兴,V967S
4426694748513009263,OPPO,1107
-2233455384304787389,三星,G3588V
8693184378709072446,vivo,Xplay3S
1608986429659194347,vivo,Xplay3S
-2391976359196360092,OPPO,Find 7
-46646008671166454,华为,Ascend G6
6787959474024830025,小米,MI 4
7393935992865325290,华为,荣耀3C
-1128142124896235349,艾优尼,U2
-448227774255595667,OPPO,R1S
-4836518913682055951,OPPO,R1
5699665839017219178,华为,Ascend P6
-1832205393697645740,联想,联想黄金斗士S8
-8692161706071990051,酷派,F2
3266754822105978631,华为,荣耀3X畅玩版
-602676640751209926,三星,Galaxy A5
4811794472726053894,一加,One
6341658097044518729,小米,红米note
-4778555513231639112,小米,红米note增强版
1428937774978655322,华为,荣耀畅玩4
-8089282406924001193,OPPO,R6007
-157887247063966456,三星,Galaxy Note 2
1621494388623744075,华硕,ME371MG
-5866065294589349600,中兴,9180
2220466604857999334,华为,荣耀6
-7034877124924522868,华为,荣耀6
-6939301197893740541,三星,Galaxy Note 3
-6192014359252330447,小米,红米note
-8228122155830790449,中兴,U817
3682813647271965794,酷派,7620l
6027930420873326846,华为,G610S
-8399845814997642113,索尼,Xperia Z1
6732903504347282223,三星,Galaxy S4
7327514049000604381,华为,荣耀3X畅玩版
1823517042477932523,三星,Galaxy Note 4
-1540573801328129375,酷派,F2
8868364550500688357,小米,红米
-3385986536120325167,vivo,Y22IL
6592289000390783450,vivo,Y15
-4862399274049915217,vivo,Y27
3920976535865972180,酷派,F2
-3914293865473463796,三星,Galaxy S4
-507693077942828158,魅族,MX2
-1408088634526340723,三星,Galaxy Note 3
-6516679903705562915,OPPO,N1T
-5798195650535015941,小米,红米note
4436965528432513772,三星,Galaxy S5
6066471678112908899,金立,GN139
-6286572969377312854,酷派,7295
7634411566253748918,小米,MI 2A
3367168246734574602,OPPO,A31
-6090216576897665742,酷派,7320
4781513066652593680,小米,红米
-2856054456251027492,三星,Galaxy Note 2
5561931078415469340,小米,红米note
1005490678075002685,小米,红米note增强版
2418927749271511444,小米,MI 2S
3916742733687857471,努比亚,Z7 Mini
-8509753400352659373,vivo,X5SL
6670309432379688501,vivo,X710L
5067473206174754915,联想,A820t
5330597259821537537,魅族,魅蓝metal
-4656381520970135573,华为,荣耀6
8926385146327705166,vivo,Y13L
-3911156616326179068,OPPO,N1 Mini
2553430831221421978,华为,G730-L075
5502609086914112039,三星,Galaxy S3
8378310513530795833,联想,A320t
5108641311061553247,三星,Galaxy S3 Neo+
8132326540453687370,华为,Ascend P7
2011832589246690971,联想,A890e
7950264051903372570,小米,红米note
-5693693041144066783,华为,荣耀3X畅玩版
-7221725773311325621,小米,红米note
4496628052276217873,华为,Mate 7
-2727835404803384354,小米,红米note
4379935581109157956,金立,GN5002
-839337822867185268,OPPO,R831S
-6971890365166934974,vivo,Y28L
-4417487610011800958,华为,G620-L75
5449011533998063079,小米,MI 4
-4444925754799083171,小米,红米note
4688467469048606677,华为,荣耀畅玩4X
-3988171648875001312,LG,P880
5416816751856801351,魅族,MX3
6117551387694228648,魅族,魅蓝NOTE
6450409065574194703,魅族,MX3
8451048210552929882,魅族,魅蓝
-5900456479164954677,华为,荣耀畅玩4X
-1259084802612604828,小米,红米2
343106709495990558,华为,荣耀3C
-8788851915974736578,索尼,Xperia U
-4047864290833880630,三星,Galaxy Tab S T705C
-1624030485723050517,华为,荣耀畅玩5X
-4519049438676325716,魅族,MX4
-3173231523996366625,小米,MI 3
-4953165278974078996,华为,荣耀6
5126370423982862601,HTC,Butterfly
2241885171551594190,联想,S898t
-3545294428176323125,华为,荣耀3X畅玩版
2750617606864948592,小米,MI 2S
5453904942590813716,OPPO,Find 5
-5304969031474279463,华为,Ascend G7
-2168282823630363487,三星,Galaxy Note 3
2344974559284481311,三星,Galaxy Note 3
-2881982227304642896,三星,Galaxy Grand 2
5447822007460485698,中兴,Grand Memo 2
-7346249194594746478,小米,MI 2S
-5055024355126395976,一加,One
-3623110147728564742,三星,Galaxy Note 2
2035564215189740128,OPPO,R815T
-8400197013244957410,华为,Ascend P7
172131668212710567,OPPO,R813T
2780903428230007895,天语,Touch 2
5167302956180842379,小米,红米note
7760286889153687020,小米,红米1S
8813302834419182566,中兴,9180
8194127182865285855,OPPO,R813T
-3544860023572085148,魅族,MX4 Pro
1646282897140416689,小米,MI 3
8260658196096067253,华为,Y300
1907370560037764895,魅族,MX2
3880526152640239925,小米,红米1S
8189610934295171687,联想,A628t
3558213964417959989,华为,C8815
5660846220747791709,酷派,大神F1Plus
1420064637535521854,OPPO,R3
797821058590755052,酷派,7270
-7301329132466467045,华为,荣耀3C
981847575935383601,vivo,Y13
-7431032219555099577,奇酷,青春版
-2467859834948242713,华为,荣耀3C
-4269534432323352236,HTC,One
-8504879428986711207,华为,Mate 7
-7270734541404669701,华为,荣耀畅玩4X
3676075372297323364,天语,T87+
2500989889073002558,华为,荣耀畅玩4X
5519397573964349430,联想,黄金斗士Note8
1241076122316202316,小米,红米
1632416365488395649,vivo,X5L
-2182572668589385623,小米,红米note
-5027286684895150598,酷派,F2
8577688111095811238,华为,荣耀3C
4048061586818987051,三星,Galaxy S4
-5324442165567096456,三星,Galaxy Trend DUOS
-3590664830569779141,维图,VT898S
4570781912320450892,OPPO,R2017
-3738931513234910324,三星,Galaxy Note 3
-8674230430238792199,小米,MI 2
-1670052672669770777,小米,红米note
8854434009437817822,三星,Galaxy Trend 3
-9129783058339236796,优米,R1
-629636674115919692,HTC,T327t
8644147815310622499,魅族,MX4
-481455637663156915,HTC,M8St
1393444343540288303,三星,Galaxy Note 2
2370161153062774090,小米,红米note
-7205098341649976161,三星,Galaxy A5
-8735262674962638839,华为,荣耀6 Plus
-2648344706259469757,三星,S5830I
2324341564744505038,vivo,Y17W
6263033116673534592,小米,MI 2A
-3748354924032426661,三星,Galaxy S4
-3549381816276770679,三星,Galaxy Note 2
8156378422254510286,华为,荣耀畅玩4X
-6163969734585866755,小米,红米note增强版
4469385289829193150,华为,Ascend P7
-8990743435728765151,中兴,9180
3899745893067861571,三星,Galaxy A7
-8057239729201689520,三星,Galaxy S4
8981826116711767042,小米,红米note
4965728799047949891,华为,荣耀6
7107779866526091010,努比亚,Z7 Max
3368007991819823206,三星,Galaxy Note 10.1
-6420515280171962737,小米,MI 3
5869871003353516987,小米,红米note增强版
298337219466521006,小米,红米note
1322687935861347753,魅族,MX3
7152094527146783590,小米,MI 3
-5335346048997206839,华为,荣耀3X畅玩版
-89055313420626763,OPPO,R1C
-5456525844307432373,vivo,X5V
4356453876884103619,三星,Galaxy Win Pro
5717610341952986237,华为,C8815
4487483555297113835,小米,MI 2
-7602105476912311457,小米,红米1S
-4963860390977646312,小米,红米note
7485195330987630916,摩托罗拉,Defy+
-7437261057010828230,小米,MI 3
3054049610545207636,三星,Galaxy Grand
-2114088669968583244,酷派,春雷HD
677429867009892695,华为,荣耀6
-2779843858841505987,vivo,X5SL
1169083018078812937,魅族,MX4
-7671755105868020657,魅族,MX3
-2509466879672839249,三星,Galaxy Note 4
7583541252859592483,三星,Galaxy Trend DUOS
-7183099522905700478,努比亚,Z7 Max
8806108714410225042,联想,S898t
4165616037314591763,OPPO,R1
4519401245902060408,小米,红米note
-7537310668694706565,小米,红米note
-1963689714020915584,vivo,Y13L
-6685078495134626743,小米,MI 3
-187443393070569908,魅族,MX3
5430935185817966016,三星,Galaxy Note 3
2741105447349268532,华为,Ascend P7
1769203645350065864,三星,Galaxy Note 2
5266986262526926500,小米,MI 3
-2167594175526654926,小米,MI 4
-5295042886522192620,OPPO,N3
-6908045201000706361,小米,MI 3
-5248715094013389193,华为,G620-L75
-866567862872391945,三星,Galaxy Grand 2
-909764454581490232,华为,荣耀畅玩4X
-4229093812565188287,小米,MI 4
-11351959889217205,三星,Galaxy S4
9140060928300610393,华为,B199
1965878325740138096,华为,荣耀3X畅玩版
8062315418929945602,vivo,Xplay
-4122963659660253749,vivo,Y37
2082239563997544022,华为,荣耀3X畅玩版
1195323845199759138,优米,3
8044603508354125608,小米,红米note
964633057540849716,小米,红米1S
-2231921369943418681,金立,ELIFE E6 mini
-921246756646306763,朵唯,L1 mini
2610470509067672697,三星,Galaxy Note 3
-6962276291057399691,魅族,魅蓝NOTE
1017117283239237261,华为,荣耀6
4844709608487099898,OPPO,Find 7
-2173331948501630618,vivo,Y20T
-8577718856844369646,三星,Galaxy Grand
-4265711424811224925,一加,One
3441627482642623433,小米,红米2
-401764035957493343,华为,C8813Q
-1277742801425464752,小米,红米note
6998673112690723738,金立,V185
5207017083287731788,OPPO,R3
8240396911242792283,华为,荣耀6
-3323860087424777077,三星,Galaxy Note 3
-5074614605086072246,小米,红米1S
53994707955691013,vivo,Xplay
-443309447659081416,vivo,Y18L
-6887243072037925428,华为,荣耀6
2336955165306815838,三星,Galaxy S5
209127700717987246,乡米,X6666
1232354864047226317,三星,Galaxy Trend DUOS
1627287367152598722,魅族,魅蓝NOTE
-2857001826868355699,小米,MI 3
2145785093368231920,OPPO,R3
4786739982101300464,酷派,大神F1Plus
-639646141048682602,三星,Galaxy Trend 3
7667871985840388431,小米,MI 3
1352460657752619243,小米,MI 4
6787743363197725729,三星,Galaxy S4
5054317600436799614,小米,MI 2S
5329982674187691695,联想,A320t
3817735368961438085,vivo,X5Pro
8755335661943147487,一加,One
3213948454433809554,OPPO,Find 5
1716436669770516989,小米,MI 2S
-1287053876067682990,vivo,X3S
-1968665925561750101,三星,Galaxy Note
6022123123959580402,华为,荣耀3X畅玩版
-6163083523998594875,索尼,Xperia SL
3982136175812824778,海信,U939
7864438376100307568,锤子,T1
-948440711438480287,vivo,X3L
9013816437794365971,华为,Ascend G700
-7385836211781554313,小米,红米note增强版
