device_id,gender,age,group
5045172159000923818,F,28,F27-28
5538639933330181335,M,25,M23-26
-7617685151173348252,F,22,F23-
-2703315791470163138,F,36,F33-42
-4635718885908872270,M,21,M22-
-6277045911754478960,F,22,F23-
292388422999124365,M,29,M29-31
183994177412136222,F,47,F43+
-392191544517964989,F,27,F27-28
8967027104934729299,F,41,F33-42
-3986205498977516561,F,20,F23-
4896346405754118344,F,41,F33-42
3731254510534814503,F,39,F33-42
-4457934313456075144,F,26,F24-26
3323224665682418080,M,41,M39+
8345589946902328493,M,46,M39+
-157906997610294068,M,46,M39+
1246754910809577814,M,26,M23-26
7850151920423137889,M,28,M27-28
-7270983555904380477,M,23,M23-26
-2032299682594442979,F,26,F24-26
5175529330903576144,M,23,M23-26
-2752255137220802139,M,37,M32-38
8723726386147496851,M,27,M27-28
-9213678250910037656,M,27,M27-28
5792318609222075939,M,45,M39+
-1653968320381409651,F,29,F29-32
-8525062716985904114,M,22,M22-
-4403132331924981466,M,34,M32-38
-3038253900541182085,F,31,F29-32
4465006065399441590,M,20,M22-
-3921032175008055462,M,26,M23-26
-9108166834413909435,F,20,F23-
-5785549517154749158,F,34,F33-42
-2117709885776195018,F,23,F23-
-4881520045668814888,M,20,M22-
-3700092966428543372,M,20,M22-
-7263158532285455472,M,20,M22-
5702194120117073420,M,20,M22-
-6364397269546030788,M,29,M29-31
-9074342826934852586,F,27,F27-28
2450659143939398183,F,30,F29-32
4238217942089411968,M,28,M27-28
-7360919511180965094,F,22,F23-
4002089199864991468,M,36,M32-38
4292022177175958327,M,19,M22-
6393160991781673944,M,24,M23-26
795012645021250899,M,34,M32-38
-6915154084504417426,M,25,M23-26
-8489604100420929617,F,22,F23-
1289101433025172253,F,22,F23-
7243077666234104014,F,26,F24-26
-2238086445695076188,M,50,M39+
-6177909895992176604,M,50,M39+
1751625290040289236,F,24,F24-26
-4629037064955879374,F,24,F24-26
-7324284176025143564,F,24,F24-26
8087051474883595330,F,65,F43+
2948104315232918320,F,65,F43+
3560320126855562014,F,22,F23-
-4677998128742123003,F,28,F27-28
-4729208424104142676,F,28,F27-28
6415778217417706992,F,24,F24-26
-4561648003354275269,M,23,M23-26
-3140509418035873758,F,26,F24-26
-1177466799134942124,M,32,M32-38
-198641742246695809,F,21,F23-
6944914800754391213,F,21,F23-
-3839135489065083823,F,21,F23-
4304661718896090612,M,27,M27-28
-1745544203255217539,M,27,M27-28
3185383259251337516,M,27,M27-28
8709729329648745200,F,27,F27-28
-4089459697901356877,F,27,F27-28
-3571131509140729221,F,27,F27-28
-1636404312341089367,F,20,F23-
1529892894882826087,M,32,M32-38
5604234051772607345,M,22,M22-
-4219714893664092252,M,36,M32-38
-5405351299656191128,F,20,F23-
-1784556665395240487,M,24,M23-26
5213450772826267045,M,22,M22-
6194464245323966751,M,32,M32-38
3019611849559926139,M,32,M32-38
-126811151667286704,F,30,F29-32
938978116889819803,F,37,F33-42
299312045325153831,F,32,F29-32
2466711601874614120,F,27,F27-28
2094927442726019075,M,25,M23-26
-8930642401447976045,M,21,M22-
5732057807725143697,F,27,F27-28
-7169382227706736457,F,26,F24-26
3680314059696250025,F,26,F24-26
-6665800961536139698,F,26,F24-26
441877345956145642,F,60,F43+
2863484854910518423,M,42,M39+
8685137402461450160,F,61,F43+
-3964419412192197704,M,28,M27-28
-7844622941193921711,M,28,M27-28
-5164592583350861226,F,24,F24-26
3495572325559856419,F,51,F43+
-7182550678499820874,M,28,M27-28
-370601755158763707,M,28,M27-28
-4528176522797597135,M,26,M23-26
-4615413518345870134,F,26,F24-26
7596469326749714863,F,20,F23-
8374865052050088481,M,22,M22-
-1230759357499231481,F,29,F29-32
9085370879774266992,M,22,M22-
-6875187913068327978,M,31,M29-31
1551354833940960184,F,26,F24-26
-6261849137012046332,M,22,M22-
-5296795768198244286,F,31,F29-32
-8556583065568226895,F,21,F23-
9173419884739006121,F,21,F23-
-8480830654134927996,M,22,M22-
-2682982574885173561,F,22,F23-
7422036246785802496,M,29,M29-31
-2153561487650750072,M,24,M23-26
-7688390095326532667,M,46,M39+
-2978482061475618060,M,24,M23-26
-3229116812260149082,M,36,M32-38
-7762100339770620288,M,29,M29-31
512945437368329395,M,29,M29-31
-2352726808990948544,M,29,M29-31
-8149881555692024541,M,28,M27-28
8927089073015431276,M,28,M27-28
75631620137897594,M,24,M23-26
-2314677008601823213,M,30,M29-31
4141326296733717090,M,21,M22-
2078044180018472445,F,26,F24-26
5310886374376182041,F,26,F24-26
-4705996597881539937,M,30,M29-31
-5440836338172671216,M,26,M23-26
2230700073158645085,M,22,M22-
8327465129842428308,M,27,M27-28
9000385776693100971,M,27,M27-28
-2770314395075287902,M,25,M23-26
-7653657508180465398,M,25,M23-26
6644827972655619368,M,42,M39+
5006519807778849181,F,23,F23-
4921221838964047891,M,25,M23-26
-650585375504940499,F,19,F23-
-4792445877878660702,F,33,F33-42
-8778262627556792908,M,24,M23-26
-545493082770787080,M,53,M39+
7535639195143917861,F,21,F23-
-3090965534270038142,F,21,F23-
5892052546118206482,M,21,M22-
4593149444002820758,F,21,F23-
7458466907666102967,F,30,F29-32
6018163012436422032,M,24,M23-26
6233609481077501840,M,24,M23-26
-4524657025127131391,M,17,M22-
-2067643947294814254,F,21,F23-
-3597376403932307879,F,21,F23-
8723484922751483608,F,21,F23-
5072498643140687486,F,21,F23-
-6883627633346026582,F,21,F23-
4645564429932581008,F,21,F23-
5772967475457248372,F,21,F23-
11491559839923177,M,29,M29-31
2897803043810444591,M,26,M23-26
3455763303588195724,M,22,M22-
5636655868671510285,M,24,M23-26
-2399849943257103099,F,28,F27-28
-8449190212700577182,F,27,F27-28
4237881999954706414,F,27,F27-28
-942874512212895387,M,19,M22-
-1091743894016839917,M,22,M22-
-6090361071090906429,M,24,M23-26
1655521335262384842,F,40,F33-42
-4619521525897163402,F,27,F27-28
-1906986247026168838,F,48,F43+
-1524620065043482090,M,30,M29-31
2789012635597617994,M,28,M27-28
1884984568474386844,M,21,M22-
-3292755804342234051,M,30,M29-31
-2139499450586537952,M,23,M23-26
7075974216403243975,M,47,M39+
3641966503153974754,M,47,M39+
7737430416568123421,F,30,F29-32
3172030879897313537,F,21,F23-
-3240020606946795006,M,21,M22-
2648371269710737880,M,21,M22-
-5341793018818794794,M,21,M22-
8045582653345511562,M,18,M22-
-1789029161712009407,M,30,M29-31
-7956104163881573966,M,30,M29-31
-4097238007335916520,M,29,M29-31
-5916080241995108036,M,22,M22-
540898254824368423,F,21,F23-
-4084881998406720198,M,25,M23-26
5961561254057327299,F,37,F33-42
-7999485929490178797,M,24,M23-26
-98557584186466297,M,58,M39+
7299712923300252682,M,58,M39+
8453762358102500950,M,58,M39+
6140178313604769546,M,18,M22-
5621706890805001399,F,20,F23-
-3285649088422893420,F,24,F24-26
-6499290225990826163,F,18,F23-
288881149390144945,M,19,M22-
4057339118624580405,M,31,M29-31
3947943388739990023,F,21,F23-
1564065307629078557,M,30,M29-31
7464265790984438610,M,22,M22-
8070837241765327605,F,35,F33-42
-8558690772835224981,F,21,F23-
-7175885325111163622,F,45,F43+
-2107177132625990978,M,37,M32-38
2794410900816430361,F,34,F33-42
3709551579376485441,F,34,F33-42
-868838219880011731,M,24,M23-26
6563167257361207822,F,30,F29-32
3946763831467232914,M,39,M39+
-3863112879779387686,F,27,F27-28
9020715183424321286,F,21,F23-
-6337988875224541457,M,32,M32-38
2986431719901851879,F,35,F33-42
-742708778000426136,F,35,F33-42
1130745937617286892,F,44,F43+
1324222700406432150,F,26,F24-26
8016177549145576665,M,28,M27-28
-6105704784642767091,F,60,F43+
-5262365063654329174,M,24,M23-26
-8034770349159110782,F,44,F43+
-2826059029425816638,F,44,F43+
-4389989531068298199,F,44,F43+
1529309126550940403,F,44,F43+
3189907051064916952,M,29,M29-31
5605080331284238333,F,24,F24-26
-4532341124204303610,M,29,M29-31
5544214816402774759,M,40,M39+
-571395393495584556,M,21,M22-
3471406409634935779,M,30,M29-31
-367289204507809713,F,24,F24-26
189642775592583204,F,31,F29-32
-6045248283511637691,F,31,F29-32
5885184459706711353,F,23,F23-
-3804087105511434561,F,23,F23-
-5908533907096148598,M,22,M22-
9021384742174579452,F,34,F33-42
-5104856548201158279,M,31,M29-31
-7886159547783557940,M,24,M23-26
1725092316613263668,M,32,M32-38
3519487579016674864,M,46,M39+
-1758924461795096013,F,22,F23-
-4530795812534793525,F,22,F23-
-7043348207868670866,F,22,F23-
-6041868883745743910,F,22,F23-
-4313973885275516874,F,22,F23-
159734429853764258,F,22,F23-
-1893279576416638880,F,22,F23-
7883706241041103390,M,20,M22-
-7844335342344947936,F,46,F43+
8004198698814460411,M,37,M32-38
3548454186813732854,F,22,F23-
3770661194853437845,M,25,M23-26
-2841824940004674668,M,25,M23-26
-1473101449144913460,F,28,F27-28
-5400569397250470035,F,38,F33-42
6460317435532859295,M,35,M32-38
1762536645191130532,M,19,M22-
-742160456059342382,M,19,M22-
2200147553656489505,F,26,F24-26
7124864322108712731,F,19,F23-
2611201227205732947,F,19,F23-
-6775966815919571880,M,39,M39+
-8595085762659285921,M,34,M32-38
7050098611927002913,M,24,M23-26
-3008449940158652340,M,20,M22-
3945821013926918023,F,24,F24-26
6393760196638952234,M,21,M22-
6911186013057186065,M,27,M27-28
9100147306947327290,F,23,F23-
5797471751550052055,F,29,F29-32
-6643991465200031967,M,36,M32-38
6964078323932293168,M,26,M23-26
-3895674232181253349,M,26,M23-26
8197710894118369547,F,23,F23-
-986417947024495226,M,20,M22-
-1542962949322761093,M,20,M22-
7537235818560434700,F,25,F24-26
2007242844289494999,M,22,M22-
-7686682899782214004,F,23,F23-
5066730684218632810,F,29,F29-32
7043155155242973440,M,22,M22-
2450350084517153299,F,26,F24-26
8251004744628997955,F,28,F27-28
8886962191829501435,F,26,F24-26
3104713967976642221,F,26,F24-26
3366501425158615577,M,29,M29-31
156446195905022953,M,32,M32-38
6963718495024247815,M,24,M23-26
4487486133460211221,F,41,F33-42
-6432835267549498714,M,26,M23-26
1308043969397661542,F,27,F27-28
2420549306889326478,F,27,F27-28
4088534098292472411,M,25,M23-26
-6862324224148359300,M,26,M23-26
-8038657548573574301,M,24,M23-26
6826127593897520806,M,21,M22-
1609613505870460841,F,37,F33-42
-3105679878445525496,F,27,F27-28
-2754054230942910206,M,26,M23-26
-8738891133391106114,F,27,F27-28
6233132311359663813,F,31,F29-32
1033285044483408637,F,31,F29-32
-3906657589166749773,F,29,F29-32
-5918936225217682998,F,28,F27-28
935646628527238063,M,29,M29-31
-5933719272299026158,F,21,F23-
916184131728788640,F,24,F24-26
-7693903281092130363,F,24,F24-26
3874051967316859590,F,32,F29-32
-4356389851347234502,M,40,M39+
-6232165350263795028,M,40,M39+
1572224616888742619,F,24,F24-26
-2736196264057454125,F,27,F27-28
-4162054152257053524,M,22,M22-
3472025964417973703,M,20,M22-
-665471395945431042,F,30,F29-32
2373336036969056899,M,19,M22-
-7220219171087815969,M,35,M32-38
6915406113064580567,F,24,F24-26
1818824463636452445,F,24,F24-26
6742347453091207559,M,28,M27-28
-5635151986395077713,M,28,M27-28
5558669480004989157,F,32,F29-32
4011258253148074789,M,20,M22-
-7901375880057779645,M,31,M29-31
4433823343301548162,F,31,F29-32
7736002171674129455,M,24,M23-26
4028284481284361011,M,32,M32-38
3425774699759823986,M,32,M32-38
2120882215122395238,M,32,M32-38
-3566121749976519065,M,32,M32-38
-7930871806207257534,M,21,M22-
-1604755958986174417,F,26,F24-26
5897223222170847959,M,20,M22-
-7025123265318436019,M,21,M22-
6498726171240697765,M,21,M22-
8808014748739913629,M,21,M22-
-9127581760751230479,F,24,F24-26
-7871729397357532092,M,18,M22-
-8230566752735715078,M,18,M22-
1403718229892033842,M,18,M22-
-2180625304263494627,F,31,F29-32
-820764418421216513,F,43,F43+
3773268016946133162,F,22,F23-
6523804839608177516,M,35,M32-38
-3128312906543554897,F,27,F27-28
6593328017983389984,F,27,F27-28
6313941911536324364,M,27,M27-28
5572905202182981126,M,23,M23-26
7512385378998425236,F,21,F23-
-8563428242815611719,F,25,F24-26
8089988288812957098,F,27,F27-28
1615473138203334405,F,20,F23-
1323260169867365799,F,58,F43+
-3663568202459459303,F,58,F43+
-963347552818797750,M,21,M22-
-339017850566503261,F,21,F23-
-7268694424924501555,F,26,F24-26
-5440045828799134168,F,20,F23-
-1417780385059202509,M,28,M27-28
-3758671953780799960,F,24,F24-26
-5778600911732361805,M,30,M29-31
-3300282771940051439,F,35,F33-42
-6966883855082100809,M,45,M39+
-8660995525658735112,M,22,M22-
-2542996750539426657,M,20,M22-
-3927651591152809658,M,20,M22-
-1517017432832298945,F,19,F23-
2342297241480614129,F,29,F29-32
3741392140702590504,M,25,M23-26
2984796713683958585,M,25,M23-26
6211072885434268747,M,26,M23-26
-3198350853828031835,M,20,M22-
-1040897625788500880,M,20,M22-
5785961807393393111,M,20,M22-
-29449564280871372,F,32,F29-32
-3387327590617323684,M,31,M29-31
1993890841402114395,F,27,F27-28
5642804286518136347,F,31,F29-32
5266966172476176462,F,31,F29-32
-2462223391842691968,M,26,M23-26
6821649351605887971,F,19,F23-
1731187936094637920,M,24,M23-26
-3918696862298577046,M,25,M23-26
1684955463337167316,M,46,M39+
3609638605828138097,F,24,F24-26
2403890045857851360,F,23,F23-
-1795009834617760293,F,23,F23-
-4334152245179804385,M,32,M32-38
-983926175014985488,M,22,M22-
-8562480488339558642,M,22,M22-
-6901678500015014222,F,20,F23-
-2010019061312728589,F,20,F23-
-7609853621255964828,F,63,F43+
-3777365759755671971,F,31,F29-32
-6129604866402642954,M,29,M29-31
5498749445780192519,M,43,M39+
6814175686717415187,F,34,F33-42
1852193788246034826,M,24,M23-26
-6909362833549467646,M,31,M29-31
3091682535641271690,M,25,M23-26
5048077456995290494,M,25,M23-26
-7383024747331946725,M,25,M23-26
8224237134654371775,M,35,M32-38
-6452921861285580339,M,23,M23-26
2739364200758257859,F,30,F29-32
5924389526240849438,M,31,M29-31
5657796283864762736,M,24,M23-26
-7786976339359613515,M,33,M32-38
2330714609304352315,M,33,M32-38
-9155869679964634067,F,35,F33-42
8820671633744451646,M,32,M32-38
-7803245932194973310,F,29,F29-32
5271819890506748780,M,23,M23-26
-6470671386277650773,F,28,F27-28
-2938523074585445721,M,19,M22-
-1623832657368099791,M,19,M22-
1437362811474189948,F,22,F23-
-1103456665361350756,F,22,F23-
-2604355823487372307,M,28,M27-28
1515454931904078797,M,28,M27-28
-6196314809313599046,F,23,F23-
-5197555518862098688,F,23,F23-
3764610396456912015,F,23,F23-
-5375155494253838850,F,25,F24-26
-2862011648773852705,F,27,F27-28
-281080513385405695,F,27,F27-28
-6155429138757907416,M,19,M22-
-177477721367268772,M,30,M29-31
-7603634268456088748,M,20,M22-
1855517938227216215,F,23,F23-
-4631359996354822194,F,23,F23-
-6380105473597333626,M,21,M22-
-5079654337327320124,M,23,M23-26
4235045702755961311,M,23,M23-26
-7516713034711112485,M,23,M23-26
-6541698213880552357,F,29,F29-32
2882106896103777409,F,24,F24-26
474666997257899131,F,24,F24-26
1952265452514705627,F,48,F43+
8790880180086329447,M,21,M22-
-5631656456113245584,F,23,F23-
7416504058306890841,M,22,M22-
7182346104143692228,M,23,M23-26
16479721132050512,F,41,F33-42
6286513391775922789,F,41,F33-42
-8077529931015057387,M,22,M22-
-785072887414320524,F,21,F23-
911391211924474861,F,23,F23-
2455732941509356807,F,22,F23-
5375599021847302819,F,47,F43+
-6258556280002800226,M,25,M23-26
-7905712825195576748,M,25,M23-26
-2417746855733544354,F,24,F24-26
-689907571407449919,M,32,M32-38
-4850411371516437378,F,34,F33-42
-158963524395385784,F,34,F33-42
-1000572055892391496,F,27,F27-28
7260713795015420314,F,27,F27-28
5482186184736700726,M,37,M32-38
-2255246711405328068,F,20,F23-
762462623303258413,F,28,F27-28
8709494280845762110,M,29,M29-31
4233544277904199734,M,29,M29-31
7635874187288414774,F,22,F23-
-468498769378142758,M,21,M22-
8676316069513889487,M,21,M22-
9056220469110129981,F,22,F23-
-6623383560645065713,F,22,F23-
3411152677026312493,M,28,M27-28
6817329384733471061,F,20,F23-
-8058618758636369933,M,24,M23-26
3957175675031762361,M,25,M23-26
6586452912831395943,M,22,M22-
-5773059331870951296,M,53,M39+
3002991391594158206,M,21,M22-
-7588749723367209987,F,21,F23-
-9173038409778763190,F,21,F23-
96925505786556226,M,28,M27-28
-125991395706575578,M,23,M23-26
-8754252613397223842,M,23,M23-26
-3797811098196106267,M,29,M29-31
-8836255656085747205,F,31,F29-32
1249221139036673614,F,20,F23-
5071300515280941616,F,25,F24-26
-5650521596161609921,M,22,M22-
-1986568676939977920,M,20,M22-
6415472390178440189,F,21,F23-
3546138860427474846,M,23,M23-26
-397180211220135217,F,28,F27-28
-5161222644511248866,F,28,F27-28
1058998622078541571,F,21,F23-
-2158604421517995519,F,19,F23-
-4101993082452920571,F,35,F33-42
5670486956864324718,M,46,M39+
-7394570643580071348,M,21,M22-
3650807967073628197,M,29,M29-31
-2310462780396450907,F,39,F33-42
1388517934619600143,F,20,F23-
8891865910171510002,F,20,F23-
-1630263659275514566,F,25,F24-26
2372069741949028532,M,46,M39+
8533431322537859229,F,22,F23-
2689483987449250449,F,22,F23-
8969660400584227016,M,21,M22-
-1373330275853675880,F,20,F23-
-1866577548965315905,F,20,F23-
7520687516278212922,F,20,F23-
-5906659454068178516,M,21,M22-
4003591541977360992,M,21,M22-
-753294822914732594,M,21,M22-
5572507178489381068,M,24,M23-26
7512898712613478689,M,19,M22-
3004061177195570882,M,24,M23-26
5782861978529556805,F,25,F24-26
6490428404389122436,F,31,F29-32
-7249366241106905702,F,24,F24-26
7367799470042721919,F,24,F24-26
927000092234988332,M,29,M29-31
3678859982645875240,F,21,F23-
9089127937118006259,F,26,F24-26
-8830152296328257680,F,28,F27-28
3914741676326101967,F,19,F23-
5508155402505528142,M,31,M29-31
2906459389292719884,F,30,F29-32
4424928764046125276,F,30,F29-32
-7449083112118009270,F,24,F24-26
-2768592633515786127,M,29,M29-31
4197536922819688087,M,22,M22-
6903757417904313485,M,22,M22-
-8572565853270768461,F,19,F23-
-1505964731199285795,M,21,M22-
4516951875257244314,M,21,M22-
3895672169835574158,M,39,M39+
8604653979389724234,M,44,M39+
-3061245345482784831,F,22,F23-
4378000314545292126,M,31,M29-31
1443261475326084685,M,24,M23-26
734492521703825810,M,24,M23-26
8765877367300380672,F,32,F29-32
-1815072973831028289,F,21,F23-
1074756841335323269,F,21,F23-
6565503496152981523,F,21,F23-
4617366328320888621,F,37,F33-42
8287794176159352695,M,28,M27-28
1421610976615244652,M,28,M27-28
5769548026580549442,M,32,M32-38
7552016939604087354,M,26,M23-26
-343318163100491914,F,25,F24-26
1379286468318846879,F,25,F24-26
524071064390938373,M,23,M23-26
4050603542260635435,M,24,M23-26
-804348826087730328,M,24,M23-26
5659451456677260457,M,23,M23-26
3226559968901848914,F,48,F43+
8985783030236173035,M,20,M22-
1586233736345944064,M,28,M27-28
-2854233702746374919,F,22,F23-
4689537835878957012,F,25,F24-26
5813853516781775834,F,25,F24-26
2043448130759176825,F,20,F23-
7069843728232589732,M,26,M23-26
5172102279586760616,F,37,F33-42
155660315277710744,F,22,F23-
-412607923112263098,F,29,F29-32
1990177100660681725,M,26,M23-26
5322977020361456018,F,48,F43+
6407229829477192952,F,26,F24-26
457057315475858963,M,34,M32-38
4534243931022493943,M,34,M32-38
3523686345687095871,F,25,F24-26
-2046963218595338598,F,27,F27-28
5231786966218831476,F,60,F43+
-5678049767460659689,F,60,F43+
-3210702861490942199,F,24,F24-26
-351367258457450776,M,26,M23-26
2490131241123962474,F,46,F43+
3317151242338726005,M,46,M39+
6202249996426169129,M,20,M22-
2323794594141254897,M,20,M22-
7314294417725791122,M,21,M22-
4325947949999587599,F,20,F23-
6021949318689272898,F,23,F23-
6619401780885273738,M,29,M29-31
-2720416718370129135,F,26,F24-26
2241882312502341171,M,27,M27-28
966127256155632917,M,27,M27-28
-6154130533025773508,F,29,F29-32
6781522335147995877,F,29,F29-32
4591191877674024354,F,20,F23-
-5255805792517122105,F,29,F29-32
-6175780327001990771,M,20,M22-
1405411388948552152,F,32,F29-32
-1381583053559916962,F,21,F23-
455934895176117197,F,25,F24-26
-3174802636319946153,F,25,F24-26
-8226881192796900116,F,25,F24-26
-2778263218584155010,F,25,F24-26
7889246552504387805,F,24,F24-26
-2427020007968674944,F,37,F33-42
4571145303244602482,M,37,M32-38
4839728928075182345,M,33,M32-38
-8654495758535574249,M,23,M23-26
-623200848217633165,M,19,M22-
-6815031237462002753,F,27,F27-28
8299054278831171101,F,26,F24-26
1459215046953409000,F,29,F29-32
6359435431156415933,M,71,M39+
8336644906104849206,M,23,M23-26
9200124562678854904,F,33,F33-42
-8234000054173477717,F,33,F33-42
6551856823426784316,M,22,M22-
3178471375397594579,M,22,M22-
-8717638288569716012,M,22,M22-
4264375166000459933,F,21,F23-
-4148697979285132076,M,22,M22-
-8788390577538930194,M,22,M22-
-4081732422091700439,M,32,M32-38
277408770974143503,M,25,M23-26
-7754314249309069175,F,26,F24-26
889350735582174791,F,33,F33-42
3763330696372995454,M,25,M23-26
6182070001372372707,M,24,M23-26
423634766772993394,F,23,F23-
6772321433369644549,M,33,M32-38
2009694793079555284,F,23,F23-
-6270594101330859818,M,18,M22-
9044046858406462317,M,32,M32-38
-3636452871368886737,M,17,M22-
-394594542881520447,M,28,M27-28
5863672821056504083,M,20,M22-
-5892040731670802981,M,29,M29-31
-2119119454218209437,F,30,F29-32
-2795215720276505447,F,23,F23-
2489955938497698117,F,23,F23-
6391400205744249171,F,19,F23-
2941953278776274754,M,22,M22-
-7857604540591937817,M,22,M22-
-1288139944564982138,F,32,F29-32
9078605860679101441,F,32,F29-32
-2717765207336521950,F,18,F23-
3900318706577726460,M,24,M23-26
1991196198602403506,F,28,F27-28
-663322402205059632,M,22,M22-
3526965832786945274,M,22,M22-
-1691567976379042247,M,41,M39+
-844461951210276541,M,37,M32-38
6920322579978454721,M,22,M22-
588095151136023352,F,29,F29-32
6659973857618138508,M,29,M29-31
-1447237596793456555,F,33,F33-42
7440069508706373165,F,31,F29-32
6588287090583713287,M,58,M39+
2295666054990354140,M,33,M32-38
-3289620443890219663,M,33,M32-38
-1649910666920511172,F,38,F33-42
-4882255276904976611,M,25,M23-26
-7860296338891748335,F,26,F24-26
-3801293050382332121,F,49,F43+
-1878151416030358908,F,44,F43+
407130328966219190,F,28,F27-28
-4035375568843969859,F,33,F33-42
-5518842978165649229,F,34,F33-42
-5291658691768451762,F,43,F43+
-706591785818733447,M,26,M23-26
-8900283014187081588,F,24,F24-26
9163366258665408250,F,22,F23-
2074751776766853726,M,23,M23-26
403055815759582268,M,23,M23-26
-6939393211204340051,F,22,F23-
2110977538710109159,M,23,M23-26
5195329621452682019,M,23,M23-26
4451197949420158217,F,24,F24-26
-770238929044165246,F,24,F24-26
-52226208973527772,F,24,F24-26
-9171447485167718075,M,34,M32-38
-3191490072284396333,F,27,F27-28
-3778074498263169196,F,25,F24-26
-1150291010477032220,M,29,M29-31
5026000636426893545,F,27,F27-28
-3004255342038425026,M,35,M32-38
-3020021030857879577,M,26,M23-26
3910442225904455503,F,22,F23-
6852375990314382689,M,22,M22-
-8580645035778342156,F,23,F23-
-1136005432416975935,M,25,M23-26
1020781288005823057,F,30,F29-32
3901914506557683042,F,24,F24-26
6843199298615000741,M,46,M39+
-1189334127563721882,F,27,F27-28
744052380150035526,F,35,F33-42
-3417037385777734352,M,22,M22-
-6999850237256314321,F,28,F27-28
5537478270587880878,F,28,F27-28
-5397941334501909983,M,32,M32-38
-4717030150346509478,M,51,M39+
-5217103392159766178,F,26,F24-26
243936523901814365,F,54,F43+
8082846410281624719,F,24,F24-26
-825119992614203859,F,29,F29-32
3171358849515066737,F,25,F24-26
-555325931233844552,F,26,F24-26
-7225043245920585790,M,28,M27-28
-2610907486076447425,M,45,M39+
8426867833470895609,F,22,F23-
-4521475082403573132,M,76,M39+
-7652189947958695932,F,27,F27-28
29000450722531671,F,33,F33-42
5300843273940169940,F,23,F23-
-1172286905366640530,F,27,F27-28
3571144131058307071,M,31,M29-31
4337045924381071314,M,31,M29-31
-7887128461752297433,M,31,M29-31
-1799617335872538990,F,25,F24-26
4437837977013133829,F,20,F23-
-7601924822981077612,F,25,F24-26
-7655543686001744452,F,22,F23-
2000639194766584183,F,20,F23-
-7671827964354019042,F,23,F23-
-3513954981476600923,F,21,F23-
3460479060528595849,F,24,F24-26
-6929618466649076042,F,38,F33-42
218184987349184879,M,41,M39+
-2345237169740315051,F,26,F24-26
4996754616128161025,M,28,M27-28
5015885514388144045,M,21,M22-
-8341101281849135845,M,42,M39+
-3666590933981043314,F,30,F29-32
-8858736371255752815,F,46,F43+
4796847291422017213,F,24,F24-26
760423333010595441,F,29,F29-32
5625888960909245965,F,29,F29-32
-532458458623807310,F,23,F23-
-5255048357517857483,M,30,M29-31
5451934101769593488,M,18,M22-
1377214175126818691,F,24,F24-26
7019028228140559752,F,24,F24-26
-7358815736255675018,F,24,F24-26
-9007336675954657957,F,24,F24-26
6155786743391751512,F,24,F24-26
-6179675014592688848,F,24,F24-26
-1967073408301348122,F,24,F24-26
8080171769957967741,F,32,F29-32
-7824974693009102363,M,21,M22-
5736943796329315059,M,54,M39+
2010853208400422281,F,26,F24-26
8736148808938514510,M,30,M29-31
938413932651894361,M,36,M32-38
2971702798607655273,F,31,F29-32
8847582167341192171,F,31,F29-32
-7122466430254974527,M,32,M32-38
-2930601941553674470,M,33,M32-38
4731807957344472175,M,48,M39+
5364213254047382653,M,48,M39+
1584509967675784584,M,26,M23-26
-5543610845285849463,M,27,M27-28
7126893570595629491,M,23,M23-26
-3903663808637986253,M,34,M32-38
2171055838848174406,M,34,M32-38
-5614546024470863569,M,27,M27-28
-1086374941729484828,M,38,M32-38
-3556768370535527920,M,20,M22-
1872425408482923987,F,20,F23-
-1896438691475781582,F,20,F23-
-3220677528630993039,M,33,M32-38
203138499788814887,M,23,M23-26
3900604403906608149,F,31,F29-32
-1948202033590746069,F,33,F33-42
-2542198349754068056,M,33,M32-38
1953075658811684358,F,22,F23-
-4351492018332907491,F,28,F27-28
4767657487324902915,F,28,F27-28
1524387350400629407,F,28,F27-28
2111502173660774251,F,28,F27-28
-2894589397927559743,F,28,F27-28
3859717728146503278,F,28,F27-28
4703607516090768283,F,24,F24-26
-5062209597631822632,F,27,F27-28
4213667879152139280,M,23,M23-26
-5415400301891209254,F,41,F33-42
1829969124272553729,F,21,F23-
188475881503764719,M,27,M27-28
-9032549287291174041,F,30,F29-32
-5386241374996211238,F,32,F29-32
5458322963979392898,F,32,F29-32
7354508495558773175,M,29,M29-31
7033741202969656098,M,29,M29-31
6509478186067305906,M,29,M29-31
5260883755459857607,M,21,M22-
2302602920554249051,M,19,M22-
-5135915580411194480,F,26,F24-26
6793526841236537362,F,24,F24-26
142819893839228267,F,24,F24-26
8246208863557715908,F,24,F24-26
-5033378471603843693,M,46,M39+
7468155633428370557,M,46,M39+
1566045627210886008,M,32,M32-38
7523431969020502460,M,20,M22-
-8982244610180646048,F,21,F23-
-1766286552677845132,F,22,F23-
-5327996472897999359,M,20,M22-
-4909069617022363876,M,27,M27-28
-18413620249632024,M,20,M22-
3173788086344198500,M,26,M23-26
1090103950229477072,F,30,F29-32
2206148419800351085,F,49,F43+
8222900550256947926,F,30,F29-32
8415495072994431903,F,30,F29-32
5677530781785865733,F,30,F29-32
8734230364194290897,M,30,M29-31
-4254612260635864733,M,30,M29-31
-4064156009938599496,F,31,F29-32
5245810455865388138,M,35,M32-38
-1570583850701080417,M,41,M39+
485465745191899974,M,41,M39+
-6514690068952151649,F,33,F33-42
-7965517259749851176,M,24,M23-26
